Date,State,Price,PrevMonthPrice,PrevYearPrice,ChangePrevMonth,ChangePrevYear
2020-08-01,Andhra Pradesh,4253.0,4925.0,5990.0,-13.64467005076142,-28.998330550918194
2020-08-01,Chattisgarh,5091.0,4759.0,4571.0,6.976255515864678,11.37606650623496
2020-08-01,Gujarat,5142.0,5532.0,5228.0,-7.049891540130152,-1.6449885233358836
2020-08-01,Karnataka,4808.0,5536.0,5565.0,-13.150289017341041,-13.602875112309073
2020-08-01,Madhya Pradesh,4808.0,4925.0,5041.0,-2.3756345177664975,-4.622098789922634
2020-08-01,Maharashtra,5076.0,5070.0,5294.0,0.1183431952662722,-4.117869285984133
2020-08-01,Manipur,4808.0,4925.0,5134.5,-2.3756345177664975,-6.358944395754211
2020-08-01,Nagaland,4808.0,4925.0,5134.5,-2.3756345177664975,-6.358944395754211
2020-08-01,Rajasthan,4073.0,3874.0,4531.0,5.136809499225606,-10.108143897594351
2020-08-01,Tamil Nadu,6857.0,7467.0,8209.0,-8.169278157225124,-16.46972834693629
2020-08-01,Telangana,3794.0,4210.0,4781.0,-9.8812351543943,-20.644216691068813
2020-08-01,Uttar Pradesh,4692.0,4743.0,4807.0,-1.0752688172043012,-2.3923444976076556
2020-08-01,Uttrakhand,4808.0,4925.0,5134.5,-2.3756345177664975,-6.358944395754211
2020-09-01,Andhra Pradesh,4067.0,4253.0,6039.0,-4.373383494004232,-32.65441298228183
2020-09-01,Chattisgarh,2792.0,5091.0,3636.0,-45.15812217638971,-23.212321232123212
2020-09-01,Gujarat,4187.0,5142.0,5163.0,-18.572539867755737,-18.903738136742206
2020-09-01,Karnataka,3992.0,4808.0,5608.0,-16.97171381031614,-28.815977175463626
2020-09-01,Madhya Pradesh,2500.0,4808.0,4603.0,-48.00332778702163,-45.687595046708665
2020-09-01,Maharashtra,4265.0,5076.0,5539.0,-15.977147360126084,-23.000541614009748
2020-09-01,Manipur,4127.0,4808.0,5286.0,-14.16389351081531,-21.92584184638668
2020-09-01,Nagaland,4127.0,4808.0,5286.0,-14.16389351081531,-21.92584184638668
2020-09-01,Rajasthan,4405.0,4073.0,5088.0,8.151239872329977,-13.42374213836478
2020-09-01,Tamil Nadu,6204.0,6857.0,7733.0,-9.523115064897185,-19.7724039829303
2020-09-01,Telangana,3764.0,3794.0,5286.0,-0.790722192936215,-28.793038214150585
2020-09-01,Uttar Pradesh,4637.0,4692.0,4879.0,-1.1722080136402386,-4.960032793605247
2020-09-01,Uttrakhand,4127.0,4808.0,5723.0,-14.16389351081531,-27.88747160580115
2020-10-01,Andhra Pradesh,4017.0,4067.0,5594.0,-1.2294074256208507,-28.190918841616018
2020-10-01,Chattisgarh,3898.0,2792.0,3642.0,39.61318051575931,7.029104887424492
2020-10-01,Gujarat,4882.0,4187.0,4865.0,16.59899689515166,0.3494347379239465
2020-10-01,Karnataka,3982.0,3992.0,5273.0,-0.250501002004008,-24.483216385359377
2020-10-01,Madhya Pradesh,4222.0,2500.0,4014.0,68.88,5.181863477827604
2020-10-01,Maharashtra,5925.0,4265.0,5578.0,38.921453692848765,6.220867694514163
2020-10-01,Manipur,4132.5,4127.0,5025.0,0.1332687181972377,-17.761194029850746
2020-10-01,Nagaland,4132.5,4127.0,5025.0,0.1332687181972377,-17.761194029850746
2020-10-01,Rajasthan,4823.0,4405.0,4696.0,9.489216799091942,2.70442930153322
2020-10-01,Tamil Nadu,5733.0,6204.0,7209.0,-7.591876208897485,-20.474406991260924
2020-10-01,Telangana,3747.0,3764.0,5025.0,-0.45164718384697133,-25.432835820895523
2020-10-01,Uttar Pradesh,4043.0,4637.0,4118.0,-12.81000646970024,-1.8212724623603693
2020-10-01,Uttrakhand,4132.5,4127.0,5845.0,0.1332687181972377,-29.29854576561163
2020-11-01,Andhra Pradesh,4360.0,4017.0,4475.0,8.538710480458054,-2.569832402234637
2020-11-01,Chattisgarh,4798.0,3898.0,4717.0,23.088763468445357,1.7171931312274753
2020-11-01,Gujarat,4872.0,4882.0,4583.0,-0.20483408439164277,6.305913157320532
2020-11-01,Karnataka,4298.0,3982.0,4415.0,7.935710698141637,-2.6500566251415627
2020-11-01,Madhya Pradesh,4371.0,4222.0,3850.0,3.5291331122690663,13.532467532467532
2020-11-01,Maharashtra,4897.0,5925.0,4450.0,-17.350210970464136,10.04494382022472
2020-11-01,Manipur,4802.5,4132.5,4475.0,16.212946158499697,7.318435754189945
2020-11-01,Nagaland,4802.5,4132.5,4475.0,16.212946158499697,7.318435754189945
2020-11-01,Rajasthan,4807.0,4823.0,4392.0,-0.33174372797014307,9.448998178506375
2020-11-01,Tamil Nadu,6294.0,5733.0,5128.0,9.7854526425955,22.737909516380654
2020-11-01,Telangana,5003.0,3747.0,4582.0,33.520149452895645,9.188127455259712
